【84V10】高等学校学習指導要領（平成30年告示及び一部改正）コード表　Ver 1.0,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
工業,5929,ウ　〔指導項目〕の(3)のアについては，施工計画，工事の管理と組織，原価管理，安全管理などを扱うこと。ウについては，電子入札についても扱うこと。エについては，具体的な事例を通して，建設マネジメントを扱うこと。,84Qe505230000000
工業,5930,エ　〔指導項目〕の(4)のアについては，土木工事に必要な土工用機械を扱うこと。,84Qe505240000000
工業,5931,オ　〔指導項目〕の(5)については，土木施工に関する法規の目的と概要を扱うこと。,84Qe505250000000
工業,5932,第41　社会基盤工学,84Qf500000000000
工業,5933,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，社会基盤の整備に必要な資質・能力を次のとおり育成することを目指す。",84Qf502000000000
工業,5934,(1) 社会基盤の整備について自然環境との調和及び防災を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qf502100000000
工業,5935,(2) 社会基盤の整備に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qf502200000000
工業,5936,(3) 安全で安心な社会基盤を整備する力の向上を目指して自ら学び，工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qf502300000000
工業,5937,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qf503000000000
工業,5938,〔指導項目〕,84Qf503100000000
工業,5939,(1) 社会基盤整備,84Qf503110000000
工業,5940,ア　土木の歴史,84Qf503111000000
工業,5941,イ　社会資本と社会基盤の整備,84Qf503112000000
工業,5942,ウ　災害と国土の基盤整備,84Qf503113000000
工業,5943,エ　エネルギーの基盤整備,84Qf503114000000
工業,5944,オ　環境の保全,84Qf503115000000
工業,5945,(2) 交通と運輸,84Qf503120000000
工業,5946,ア　道路,84Qf503121000000
工業,5947,イ　鉄道,84Qf503122000000
工業,5948,ウ　港湾,84Qf503123000000
工業,5949,エ　空港,84Qf503124000000
工業,5950,(3) 水資源,84Qf503130000000
工業,5951,ア　利水,84Qf503131000000
工業,5952,イ　治水,84Qf503132000000
工業,5953,(4) 社会基盤システム,84Qf503140000000
工業,5954,ア　都市計画,84Qf503141000000
工業,5955,イ　環境と景観,84Qf503142000000
工業,5956,ウ　防災,84Qf503143000000
工業,5957,３　内容の取扱い,84Qf505000000000
工業,5958,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qf505100000000
工業,5959,ア　〔指導項目〕の(2)のアからエまで，(3)のア及びイ，(4)のアからウまでについては，生徒や地域の実態，学科の特色等に応じて，それぞれいずれか一つ以上を選択して扱うことができること。,84Qf505110000000
工業,5960,イ　社会基盤の整備に関わる課題について，土木に携わる技術者に求められる倫理観を踏まえ考察するよう工夫して指導すること。,84Qf505120000000
工業,5961,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qf505200000000
工業,5962,ア　〔指導項目〕の(1)のアについては，土木事業に関する技術史について，土木構造物と人間生活との関わり及び土木事業が産業や経済の発展に果たした役割を扱うこと。イについては，土木工事を経済や産業の基盤整備と関連付けて扱うこと。ウについては，自然災害の多様化と防災のための国土の基盤整備を扱うこと。エについては，電力やガスなどのエネルギーに関する基盤整備を扱うこと。オについては，環境を保全するための土木技術の役割を扱うこと。,84Qf505210000000
工業,5963,イ　〔指導項目〕の(2)のアについては，道路の構造，施工及び維持管理を扱うこと。イについては，鉄道建設及び線路の規格と構造を扱うこと。ウについては，港湾の計画と管理及び港湾施設を扱うこと。エについては，空港の計画や施設を扱うこと。,84Qf505220000000
工業,5964,ウ　〔指導項目〕の(3)のアについては，水資源の開発及び上下水道を扱うこと。イについては，河川の改修，海岸の防護，治山・砂防及び土木構造物の機能と計画を扱うこと。,84Qf505230000000
工業,5965,エ　〔指導項目〕の(4)のアについては，都市計画の内容並びに国土計画及び地域計画を扱うこと。イについては，(2)及び(3)に関連する環境保全及び社会基盤施設と景観との関わりを扱うこと。ウについては，地震災害，風水害，火山災害などと防災対策を扱うこと。,84Qf505240000000
工業,5966,第42　工業化学,84Qg500000000000
工業,5967,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，化学工業の発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84Qg502000000000
工業,5968,(1) 工業化学について化学の概念や原理と化学工業との関係を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qg502100000000
工業,5969,(2) 工業化学に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qg502200000000
工業,5970,(3) 材料や化学製品を製造する力の向上を目指して自ら学び，化学工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qg502300000000
工業,5971,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qg503000000000
工業,5972,〔指導項目〕,84Qg503100000000
工業,5973,(1) 物質と化学,84Qg503110000000
工業,5974,ア　物質と元素,84Qg503111000000
工業,5975,イ　物質の変化と量,84Qg503112000000
工業,5976,(2) 気体と水の化学,84Qg503120000000
工業,5977,ア　気体の性質,84Qg503121000000
工業,5978,イ　溶液の性質,84Qg503122000000
工業,5979,ウ　空気を利用した化学工業,84Qg503123000000
工業,5980,エ　海水を利用した化学工業,84Qg503124000000
工業,5981,(3) 元素の性質と化学結合,84Qg503130000000
工業,5982,ア　元素と周期性,84Qg503131000000
工業,5983,イ　化学結合,84Qg503132000000
工業,5984,ウ　元素の性質,84Qg503133000000
工業,5985,(4) 物質の変化とエネルギー,84Qg503140000000
工業,5986,ア　酸と塩基,84Qg503141000000
工業,5987,イ　酸化と還元,84Qg503142000000
工業,5988,ウ　化学反応と熱,84Qg503143000000
工業,5989,エ　反応速度と化学平衡,84Qg503144000000
工業,5990,オ　原子核エネルギー,84Qg503145000000
工業,5991,(5) 石油と化学,84Qg503150000000
工業,5992,ア　有機化合物,84Qg503151000000
工業,5993,イ　石油の精製と化学工業,84Qg503152000000
工業,5994,(6) 材料と化学,84Qg503160000000
工業,5995,ア　工業材料,84Qg503161000000
工業,5996,イ　機能性材料,84Qg503162000000
工業,5997,(7) 生活と化学工業製品,84Qg503170000000
工業,5998,ア　食品と生活の化学,84Qg503171000000
工業,5999,イ　バイオテクノロジーの化学,84Qg503172000000
工業,6000,ウ　物質の安全な取扱い,84Qg503173000000
工業,6001,３　内容の取扱い,84Qg505000000000
工業,6002,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qg505100000000
工業,6003,ア　資源やエネルギーを有効に利用して様々な材料や化学製品を製造していることについて考察するよう工夫して指導すること。また，化学技術の発展や歴史についても理解できるよう工夫して指導すること。,84Qg505110000000
工業,6004,イ　化学技術が環境保全に関して重要な役割を果たしていることについて，化学工業に携わる技術者に求められる倫理観を踏まえ考察するよう工夫して指導すること。,84Qg505120000000
工業,6005,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qg505200000000
工業,6006,ア　〔指導項目〕の(1)のアについては，化学工業で利用される資源及び物質を構成している元素や化合物を扱うこと。イについては，化学変化と化学反応式及び化学変化と物質の量との関係を扱うこと。,84Qg505210000000
工業,6007,イ　〔指導項目〕の(2)のアについては，気体の法則を中心に扱うこと。イについては，溶解度や濃度を中心に扱うこと。,84Qg505220000000
工業,6008,ウ　〔指導項目〕の(3)のアについては，原子の構造と周期性を扱うこと。イについては，化学結合と物質の構造を扱うこと。ウについては，族ごとの元素の性質や化合物を扱うこと。,84Qg505230000000
工業,6009,エ　〔指導項目〕の(4)のイについては，酸化と還元及び電気分解と電池を扱うこと。ウについては，熱化学方程式を中心に扱うこと。オについては，放射性物質の性質と利用を扱うこと。,84Qg505240000000
工業,6010,オ　〔指導項目〕の(5)のイについては，石油製品の製造に関する内容及び化学工業の原料としての石油の役割を扱うこと。また，天然ガスや石炭を原料とする化学工業についても扱うこと。,84Qg505250000000
工業,6011,カ　〔指導項目〕の(6)のアについては，金属材料，セラミック材料及び高分子材料の性質及び用途を扱うこと。イについては，機能性材料の性質と用途を扱うこと。,84Qg505260000000
工業,6012,キ　〔指導項目〕の(7)のアについては，身近な食品や生活用品を取り上げ，生活と化学工業製品との関係を扱うこと。イについては，酵素や微生物を利用した化学工業を扱うこと。ウについては，有害物質と危険物の取扱い方法及び取扱者の管理責任を扱うこと。,84Qg505270000000
工業,6013,第43　化学工学,84Qh500000000000
工業,6014,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，化学工業の発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84Qh502000000000
工業,6015,(1) 化学製品の製造について単位操作や計測・制御の原理，安全管理を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qh502100000000
工業,6016,(2) 化学製品の製造に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qh502200000000
工業,6017,(3) 化学製品を製造する力の向上を目指して自ら学び，化学工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qh502300000000
工業,6018,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qh503000000000
工業,6019,〔指導項目〕,84Qh503100000000
工業,6020,(1) 化学工場と化学プラント,84Qh503110000000
工業,6021,(2) 物質とエネルギー収支,84Qh503120000000
工業,6022,ア　物質収支,84Qh503121000000
工業,6023,イ　エネルギー収支,84Qh503122000000
工業,6024,ウ　単位換算,84Qh503123000000
工業,6025,(3) 単位操作,84Qh503130000000
工業,6026,ア　流体の輸送,84Qh503131000000
工業,6027,イ　熱の利用と管理,84Qh503132000000
工業,6028,ウ　物質変換の単位操作,84Qh503133000000
工業,6029,(4) 計測と制御,84Qh503140000000
工業,6030,ア　プロセス変量の計測,84Qh503141000000
工業,6031,イ　制御技術,84Qh503142000000
工業,6032,(5) 化学工場の管理と安全,84Qh503150000000
工業,6033,ア　生産の計画と工程管理,84Qh503151000000
工業,6034,イ　品質管理,84Qh503152000000
工業,6035,ウ　災害の予防と安全管理,84Qh503153000000
工業,6036,エ　化学工場に関する法規,84Qh503154000000
工業,6037,３　内容の取扱い,84Qh505000000000
工業,6038,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qh505100000000
工業,6039,ア　化学工業におけるエネルギーや資源の有効利用について考察するよう工夫して指導すること。,84Qh505110000000
工業,6040,イ　災害の防止，安全管理の重要性及び法令遵守について，化学工業に携わる技術者に求められる倫理観を踏まえ理解できるよう工夫して指導すること。,84Qh505120000000
工業,6041,ウ　〔指導項目〕の(3)のウについては，生徒や地域の実態，学科の特色等に応じて，単位操作の適切な題材を選定して扱うことができること。,84Qh505130000000
工業,6042,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qh505200000000
工業,6043,ア　〔指導項目〕の(1)については，化学工場や化学プラントの設備などの概要を扱うこと。,84Qh505210000000
工業,6044,イ　〔指導項目〕の(2)については，資源及びエネルギーの有効活用の具体的な事例を扱うこと。イについては，熱収支の内容を扱うこと。,84Qh505220000000
工業,6045,ウ　〔指導項目〕の(3)のアについては，流体の力学計算，物質収支，エネルギー収支を扱うこと。イについては，伝熱及び熱交換を扱うこと。,84Qh505230000000
工業,6046,エ　〔指導項目〕の(4)のアについては，主な検出器の種類と原理及び用途を扱うこと。また，センサ，電子技術及びコンピュータの活用方法を扱うこと。,84Qh505240000000
工業,6047,オ　〔指導項目〕の(5)のウについては，化学災害の防止やプラントの安全管理を扱うこと。エについては，化学物質及び化学工場に関する法規の目的と概要を扱うこと。,84Qh505250000000
工業,6048,第44　地球環境化学,84Qi500000000000
工業,6049,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，化学技術を活用して環境の保全に貢献する職業人として必要な資質・能力を次のとおり育成することを目指す。",84Qi502000000000
工業,6050,(1) 環境化学について資源及びエネルギーの有効利用や化学技術を活用した環境の保全を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qi502100000000
工業,6051,(2) 環境化学に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qi502200000000
工業,6052,(3) 化学技術を活用して環境の保全に貢献する力の向上を目指して自ら学び，化学工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qi502300000000
工業,6053,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qi503000000000
工業,6054,〔指導項目〕,84Qi503100000000
工業,6055,(1) 地球環境と人間,84Qi503110000000
工業,6056,ア　生活と環境,84Qi503111000000
工業,6057,イ　自然環境の保全,84Qi503112000000
工業,6058,(2) 資源とエネルギー,84Qi503120000000
工業,6059,ア　地球と資源,84Qi503121000000
工業,6060,イ　資源の有効利用,84Qi503122000000
工業,6061,ウ　資源の使用と地球環境,84Qi503123000000
工業,6062,(3) 自然環境の調査,84Qi503130000000
工業,6063,ア　環境汚染の種類と原因,84Qi503131000000
工業,6064,イ　環境の分析と調査,84Qi503132000000
工業,6065,ウ　環境評価,84Qi503133000000
工業,6066,(4) 環境の保全と化学技術,84Qi503140000000
工業,6067,ア　環境保全と製造プロセスの改善,84Qi503141000000
工業,6068,イ　環境汚染の処理技術,84Qi503142000000
工業,6069,ウ　廃棄物のリサイクル,84Qi503143000000
工業,6070,(5) 持続可能な社会の構築,84Qi503150000000
工業,6071,ア　環境保全のための取組,84Qi503151000000
工業,6072,イ　環境保全に関する法規,84Qi503152000000
工業,6073,３　内容の取扱い,84Qi505000000000
工業,6074,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qi505100000000
工業,6075,ア　化学技術が地球の環境保全のために重要な役割を果たしていることについて，化学工業に携わる技術者に求められる倫理観を踏まえ考察できるようにするとともに，自然科学的見地から理解できるよう工夫して指導すること。,84Qi505110000000
工業,6076,イ　〔指導項目〕の(3)及び(4)については，生徒や地域の実態，学科の特色等に応じて，適切な題材を選定して扱うことができること。,84Qi505120000000
工業,6077,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qi505200000000
工業,6078,ア　〔指導項目〕の(1)のイについては，自然環境の保全と人間生活や生態系との関わりを扱うこと。,84Qi505210000000
工業,6079,イ　〔指導項目〕の(2)については，資源の有限性，資源やエネルギーの有効利用の必要性，化石燃料の使用による地球環境への影響などを扱うこと。,84Qi505220000000
工業,6080,ウ　〔指導項目〕の(3)のアについては，大気汚染や水質汚濁などの具体的な事例を通して，汚染の種類と原因を扱うこと。イについては，関係法規に基づいた測定法による環境分析技術及び調査方法を扱うこと。ウについては，環境に関する評価方法を扱うこと。,84Qi505230000000
工業,6081,エ　〔指導項目〕の(4)のアについては，環境保全のための製造プロセスの改善を扱うこと。イについては，環境汚染物質の処理技術を扱うこと。ウについては，廃棄物の再資源化の処理技術を扱うこと。,84Qi505240000000
工業,6082,オ　〔指導項目〕の(5)のイについては，環境保全に関する法規の目的と概要を扱うこと。,84Qi505250000000
工業,6083,第45　材料製造技術,84Qj500000000000
工業,6084,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，工業材料の製造に必要な資質・能力を次のとおり育成することを目指す。",84Qj502000000000
工業,6085,(1) 工業材料の製造方法について工業製品への材料の活用を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qj502100000000
工業,6086,(2) 工業材料の製造技術に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qj502200000000
工業,6087,(3) 工業材料の製造技術を工業製品の開発に役立てる力の向上を目指して自ら学び，工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qj502300000000
工業,6088,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qj503000000000
工業,6089,〔指導項目〕,84Qj503100000000
工業,6090,(1) 材料の製造法,84Qj503110000000
工業,6091,ア　材料製造法の発達,84Qj503111000000
工業,6092,イ　物質の性質と化学反応,84Qj503112000000
工業,6093,ウ　高分子化合物の合成,84Qj503113000000
工業,6094,(2) 鉱石と原料の予備処理,84Qj503120000000
工業,6095,ア　高温炉の種類,84Qj503121000000
工業,6096,イ　原料の予備処理,84Qj503122000000
工業,6097,(3) 鉄鋼製錬,84Qj503130000000
工業,6098,ア　鉄鋼の製造と製錬反応,84Qj503131000000
工業,6099,イ　鋼の造塊と連続鋳造,84Qj503132000000
工業,6100,(4) 非鉄金属製錬,84Qj503140000000
工業,6101,ア　溶融製錬法,84Qj503141000000
工業,6102,イ　湿式製錬法,84Qj503142000000
工業,6103,ウ　電解製錬法,84Qj503143000000
工業,6104,エ　特殊材料の製錬法,84Qj503144000000
工業,6105,(5) セラミック材料の製造,84Qj503150000000
工業,6106,ア　セラミック材料の概要,84Qj503151000000
工業,6107,イ　セラミック材料の製造法,84Qj503152000000
工業,6108,ウ　複合材料の製造,84Qj503153000000
工業,6109,(6) 高分子材料の製造,84Qj503160000000
工業,6110,ア　高分子材料の概要,84Qj503161000000
工業,6111,イ　高分子材料の製造法,84Qj503162000000
工業,6112,３　内容の取扱い,84Qj505000000000
工業,6113,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qj505100000000
工業,6114,ア　工場の見学及び実験・実習などを通して，具体的に理解できるよう工夫して指導すること。,84Qj505110000000
工業,6115,イ　〔指導項目〕の(5)については，生徒や地域の実態，学科の特色等に応じて，ファインセラミックス，ガラス，セメントから適切な題材を選定して扱うこと。,84Qj505120000000
工業,6116,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qj505200000000
工業,6117,ア　〔指導項目〕の(1)のアについては，工業材料の製造方法と工業が相互に関連して発達してきたことを扱うこと。イについては，物質の種類と性質及び材料製造の原理と化学反応を扱うこと。,84Qj505210000000
工業,6118,イ　〔指導項目〕の(3)のアについては，主な炉による製錬の原理と方法を扱うこと。イについては，連続鋳造法の原理と鉄鋼製造工程の概要を扱うこと。,84Qj505220000000
工業,6119,ウ　〔指導項目〕の(4)のアからウまでについては，製錬法の原理と方法を扱うこと。エについては，半導体などの特殊な材料の製錬法を扱うこと。,84Qj505230000000
工業,6120,第46　材料工学,84Qk500000000000
工業,6121,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，製品への材料の活用に必要な資質・能力を次のとおり育成することを目指す。",84Qk502000000000
工業,6122,(1) 工業材料について製品への効果的な利用方法や環境への影響を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qk502100000000
工業,6123,(2) 工業材料の活用方法に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qk502200000000
工業,6124,(3) 材料技術を社会生活や産業へ適用する力の向上を目指して自ら学び，工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qk502300000000
工業,6125,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qk503000000000
工業,6126,〔指導項目〕,84Qk503100000000
工業,6127,(1) 工業材料の開発の歴史,84Qk503110000000
工業,6128,(2) 工業材料の性質,84Qk503120000000
工業,6129,ア　化学結合と結晶構造,84Qk503121000000
工業,6130,イ　機械的性質,84Qk503122000000
工業,6131,ウ　物理的・化学的性質,84Qk503123000000
工業,6132,エ　状態図と結晶組織,84Qk503124000000
工業,6133,(3) 材料の試験と検査,84Qk503130000000
工業,6134,ア　機械的性質の試験,84Qk503131000000
工業,6135,イ　組織観察,84Qk503132000000
工業,6136,(4) 構造用材料,84Qk503140000000
工業,6137,ア　鋼と鋳鉄,84Qk503141000000
工業,6138,イ　軽金属材料,84Qk503142000000
工業,6139,ウ　構造用セラミックス,84Qk503143000000
工業,6140,エ　エンジニアリングプラスチック,84Qk503144000000
工業,6141,オ　構造用複合材料,84Qk503145000000
工業,6142,(5) 機能性材料,84Qk503150000000
工業,6143,ア　電磁気材料,84Qk503151000000
工業,6144,イ　音響・光学材料,84Qk503152000000
工業,6145,ウ　エネルギー変換材料,84Qk503153000000
工業,6146,エ　センサ材料,84Qk503154000000
工業,6147,(6) 環境と材料,84Qk503160000000
工業,6148,ア　工業材料と安全,84Qk503161000000
工業,6149,イ　リサイクル技術,84Qk503162000000
工業,6150,３　内容の取扱い,84Qk505000000000
工業,6151,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qk505100000000
工業,6152,ア　技術の進展，産業界の動向に着目するとともに，実習などを通して，具体的に理解できるよう工夫して指導すること。,84Qk505110000000
工業,6153,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qk505200000000
工業,6154,ア　〔指導項目〕の(1)については，工業材料の発達が生活文化及び工業の発展に大きな影響を与えてきたことを扱うこと。,84Qk505210000000
工業,6155,イ　〔指導項目〕の(2)については，物質の結合方法及び材料の組織が，材料の性質と相互に関連していることを扱うこと。,84Qk505220000000
工業,6156,ウ　〔指導項目〕の(3)については，材料の試験及び検査の原理と方法を扱うこと。,84Qk505230000000
工業,6157,エ　〔指導項目〕の(4)のアについては，鋼，鋳鉄及び鉄合金の性質を扱うこと。イからオまでについては，材料の種類，性質及び利用例を扱うこと。,84Qk505240000000
工業,6158,オ　〔指導項目〕の(5)のアからエまでについては，各材料の性質及び利用例を扱うこと。,84Qk505250000000
工業,6159,カ　〔指導項目〕の(6)のアについては，環境に対して安全な工業材料の製造及び活用方法を扱うこと。,84Qk505260000000
工業,6160,第47　材料加工,84Ql500000000000
工業,6161,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，工業材料の加工技術を活用したものづくりに必要な資質・能力を次のとおり育成することを目指す。",84Ql502000000000
工業,6162,(1) 工業材料の加工について原理と方法を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Ql502100000000
工業,6163,(2) 工業材料の加工に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Ql502200000000
工業,6164,(3) 工業材料を加工する力の向上を目指して自ら学び，工業の発展に主体的かつ協働的に取り組む態度を養う。,84Ql502300000000
工業,6165,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Ql503000000000
工業,6166,〔指導項目〕,84Ql503100000000
工業,6167,(1) 材料加工技術の発達,84Ql503110000000
工業,6168,(2) 材料の加工方法,84Ql503120000000
工業,6169,ア　鋳造,84Ql503121000000
工業,6170,イ　成形,84Ql503122000000
工業,6171,ウ　焼結,84Ql503123000000
工業,6172,エ　機械加工,84Ql503124000000
工業,6173,オ　接合,84Ql503125000000
工業,6174,カ　特殊な加工方法,84Ql503126000000
工業,6175,(3) 生産の自動化とプロセス制御,84Ql503130000000
工業,6176,ア　計測方法,84Ql503131000000
工業,6177,イ　制御方法,84Ql503132000000
工業,6178,ウ　生産工程の自動化システム,84Ql503133000000
工業,6179,(4) 工業材料の製造管理,84Ql503140000000
工業,6180,ア　生産方式と工程管理,84Ql503141000000
工業,6181,イ　設備と資材の管理,84Ql503142000000
工業,6182,ウ　作業の標準化,84Ql503143000000
工業,6183,エ　環境管理,84Ql503144000000
工業,6184,(5) 工業材料の品質管理と検査,84Ql503150000000
工業,6185,ア　品質管理の目的,84Ql503151000000
工業,6186,イ　品質のばらつきと統計,84Ql503152000000
工業,6187,ウ　品質保証と検査,84Ql503153000000
工業,6188,３　内容の取扱い,84Ql505000000000
工業,6189,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Ql505100000000
工業,6190,ア　技術の進展に着目するとともに，実習などを通して，具体的に理解できるよう工夫して指導すること。,84Ql505110000000
工業,6191,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Ql505200000000
工業,6192,ア　〔指導項目〕の(1)については，工業材料の加工技術と生産方法が相互に関連して発展してきたことを扱うこと。,84Ql505210000000
工業,6193,イ　〔指導項目〕の(2)については，金属，セラミックス及び高分子材料に関する加工方法を扱うこと。,84Ql505220000000
工業,6194,ウ　〔指導項目〕の(3)のア及びイについては，材料の計測及び生産における制御の原理と方法を扱うこと。ウについては，生産工程の自動化システムの構成を扱うこと。,84Ql505230000000
工業,6195,エ　〔指導項目〕の(4)のアについては，工業材料の製造における生産方式と工程管理を扱うこと。ウについては，作業の標準化及び原価管理を扱うこと。エについては，生産工場における大気汚染及び水質汚濁の対策を扱うこと。,84Ql505240000000
工業,6196,オ　〔指導項目〕の(5)については，具体的な事例を通して，工業材料の品質管理の考え方及び検査方法を扱うこと。,84Ql505250000000
工業,6197,第48　セラミック化学,84Qm500000000000
工業,6198,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，セラミック材料の製造や品質改善に必要な資質・能力を次のとおり育成することを目指す。",84Qm502000000000
工業,6199,(1) セラミック材料について化学的性質を踏まえて理解するとともに，関連する技術を身に付けるようにする。,84Qm502100000000
工業,6200,(2) セラミック材料の化学的性質に関する課題を発見し，技術者として科学的な根拠に基づき工業技術の進展に対応し解決する力を養う。,84Qm502200000000
工業,6201,(3) セラミックスの化学的性質をセラミック材料の製造と品質改善に活用する力の向上を目指して自ら学び，工業の発展に主体的かつ協働的に取り組む態度を養う。,84Qm502300000000
工業,6202,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84Qm503000000000
工業,6203,〔指導項目〕,84Qm503100000000
工業,6204,(1) セラミックスの構成,84Qm503110000000
工業,6205,ア　セラミックスの化学成分,84Qm503111000000
工業,6206,イ　原子の電子配置と周期律,84Qm503112000000
工業,6207,ウ　典型元素と遷移元素,84Qm503113000000
工業,6208,エ　化学結合,84Qm503114000000
工業,6209,(2) セラミックスの構造と物性,84Qm503120000000
工業,6210,ア　イオン半径と配位数,84Qm503121000000
工業,6211,イ　結晶構造と物性,84Qm503122000000
工業,6212,ウ　ガラス構造と物性,84Qm503123000000
工業,6213,(3) 相変化と相平衡,84Qm503130000000
工業,6214,ア　物質の相変化,84Qm503131000000
工業,6215,イ　相平衡と平衡状態図,84Qm503132000000
工業,6216,(4) 高温反応,84Qm503140000000
工業,6217,ア　高温における物質移動と反応,84Qm503141000000
工業,6218,イ　溶融と結晶化,84Qm503142000000
工業,6219,ウ　高温における酸化と還元,84Qm503143000000
工業,6220,(5) 結晶質材料,84Qm503150000000
工業,6221,ア　シリカとアルミナ,84Qm503151000000
工業,6222,イ　ケイ酸アルミニウムと粘土鉱物,84Qm503152000000
工業,6223,ウ　酸化物材料,84Qm503153000000
工業,6224,エ　非酸化物材料,84Qm503154000000
工業,6225,(6) 非晶質材料,84Qm503160000000
工業,6226,ア　酸化物ガラス,84Qm503161000000
工業,6227,イ　結晶化ガラス,84Qm503162000000
工業,6228,３　内容の取扱い,84Qm505000000000
工業,6229,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84Qm505100000000
工業,6230,ア　セラミックスの化学的性質に着目するとともに，実習などを通して，具体的に理解できるよう工夫して指導すること。,84Qm505110000000
工業,6231,イ　〔指導項目〕の(5)及び(6)については，生徒や地域の実態，学科の特色等に応じて，適切なセラミック材料を選定して扱うことができること。,84Qm505120000000
工業,6232,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84Qm505200000000
工業,6233,ア　〔指導項目〕の(1)については，セラミックスを構成している化学成分，組成及び化学結合を扱うこと。ア及びイについては，周期表の第３周期までの元素を扱うこと。ウについては，鉄や銅など身近で利用されている遷移元素を扱うこと。,84Qm505210000000
工業,6234,イ　〔指導項目〕の(3)については，二成分までの相変化と相平衡を扱うこと。,84Qm505220000000
工業,6235,ウ　〔指導項目〕の(4)のアについては，焼結の機構を扱うこと。,84Qm505230000000
工業,6236,エ　〔指導項目〕の(5)については，結晶質材料の製法，性質及び用途を扱うこと。,84Qm505240000000
工業,6237,オ　〔指導項目〕の(6)については，非晶質材料の製法，性質及び用途を扱うこと。,84Qm505250000000
工業,6238,第49　セラミック技術,84Qn500000000000
工業,6239,"１　目　標
工業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，セラミックスの製造に必要な資質・能力を次のとおり育成することを目指す。",84Qn502000000000
