【83V11】中学校学習指導要領（平成29年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
音楽,1271,(5) 障害のある生徒などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,8380300150000000
音楽,1272,(6) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，音楽科の特質に応じて適切な指導をすること。,8380300160000000
音楽,1273,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,8380300200000000
音楽,1274,(1) 各学年の「Ａ表現」及び「Ｂ鑑賞」の指導に当たっては，次のとおり取り扱うこと。,8380300210000000
音楽,1275,ア　音楽活動を通して，それぞれの教材等に応じ，音や音楽が生活に果たす役割を考えさせるなどして，生徒が音や音楽と生活や社会との関わりを実感できるよう指導を工夫すること。なお，適宜，自然音や環境音などについても取り扱い，音環境への関心を高めることができるよう指導を工夫すること。,8380300211000000
音楽,1276,イ　音楽によって喚起された自己のイメージや感情，音楽表現に対する思いや意図，音楽に対する評価などを伝え合い共感するなど，音や音楽及び言葉によるコミュニケーションを図り，音楽科の特質に応じた言語活動を適切に位置付けられるよう指導を工夫すること。,8380300212000000
音楽,1277,ウ　知覚したことと感受したこととの関わりを基に音楽の特徴を捉えたり，思考，判断の過程や結果を表したり，それらについて他者と共有，共感したりする際には，適宜，体を動かす活動も取り入れるようにすること。,8380300213000000
音楽,1278,エ　生徒が様々な感覚を関連付けて音楽への理解を深めたり，主体的に学習に取り組んだりすることができるようにするため，コンピュータや教育機器を効果的に活用できるよう指導を工夫すること。,8380300214000000
音楽,1279,オ　生徒が学校内及び公共施設などの学校外における音楽活動とのつながりを意識できるようにするなど，生徒や学校，地域の実態に応じ，生活や社会の中の音や音楽，音楽文化と主体的に関わっていくことができるよう配慮すること。,8380300215000000
音楽,1280,カ　自己や他者の著作物及びそれらの著作者の創造性を尊重する態度の形成を図るとともに，必要に応じて，音楽に関する知的財産権について触れるようにすること。また，こうした態度の形成が，音楽文化の継承，発展，創造を支えていることへの理解につながるよう配慮すること。,8380300216000000
音楽,1281,(2) 各学年の「Ａ表現」の(1)の歌唱の指導に当たっては，次のとおり取り扱うこと。,8380300220000000
音楽,1282,ア　歌唱教材は，次に示すものを取り扱うこと。,8380300221000000
音楽,1283,(ｱ) 我が国及び諸外国の様々な音楽のうち，指導のねらいに照らして適切で，生徒にとって親しみがもてたり意欲が高められたり，生活や社会において音楽が果たしている役割が感じ取れたりできるもの。,8380300221100000
音楽,1284,(ｲ) 民謡，長唄などの我が国の伝統的な歌唱のうち，生徒や学校，地域の実態を考慮して，伝統的な声や歌い方の特徴を感じ取れるもの。なお，これらを取り扱う際は，その表現活動を通して，生徒が我が国や郷土の伝統音楽のよさを味わい，愛着をもつことができるよう工夫すること。,8380300221200000
音楽,1285,(ｳ) 我が国で長く歌われ親しまれている歌曲のうち，我が国の自然や四季の美しさを感じ取れるもの又は我が国の文化や日本語のもつ美しさを味わえるもの。なお，各学年において，以下の共通教材の中から１曲以上を含めること。,8380300221300000
音楽,1286,「赤とんぼ」　　三木露風《みきろふう》作詞　山田耕筰《やまだこうさく》作曲,8380300221310000
音楽,1287,「荒城の月」　　土井晩翠《どいばんすい》作詞　滝廉太郎《たきれんたろう》作曲,8380300221320000
音楽,1288,「早春賦」　　　吉丸一昌《よしまるかずまさ》作詞　中田章《なかだあきら》作曲,8380300221330000
音楽,1289,「夏の思い出」　江間章子《えましょうこ》作詞　中田喜直《なかだよしなお》作曲,8380300221340000
音楽,1290,「花」　　　　　武島羽衣《たけしまはごろも》作詞　滝廉太郎《たきれんたろう》作曲,8380300221350000
音楽,1291,「花の街」　　　江間章子《えましょうこ》作詞　團伊玖磨《だんいくま》作曲,8380300221360000
音楽,1292,「浜辺の歌」　　林古溪《はやしこけい》作詞　成田為三《なりたためぞう》作曲,8380300221370000
音楽,1293,イ　変声期及び変声前後の声の変化について気付かせ，変声期の生徒を含む全ての生徒の心理的な面についても配慮するとともに，変声期の生徒については適切な声域と声量によって歌わせるようにすること。,8380300222000000
音楽,1294,ウ　相対的な音程感覚などを育てるために，適宜，移動ド唱法を用いること。,8380300223000000
音楽,1295,(3) 各学年の「Ａ表現」の(2)の器楽の指導に当たっては，次のとおり取り扱うこと。,8380300230000000
音楽,1296,ア　器楽教材は，次に示すものを取り扱うこと。,8380300231000000
音楽,1297,(ｱ) 我が国及び諸外国の様々な音楽のうち，指導のねらいに照らして適切で，生徒にとって親しみがもてたり意欲が高められたり，生活や社会において音楽が果たしている役割が感じ取れたりできるもの。,8380300231100000
音楽,1298,イ　生徒や学校，地域の実態などを考慮した上で，指導上の必要に応じて和楽器，弦楽器，管楽器，打楽器，鍵盤楽器，電子楽器及び世界の諸民族の楽器を適宜用いること。なお，３学年間を通じて１種類以上の和楽器を取り扱い，その表現活動を通して，生徒が我が国や郷土の伝統音楽のよさを味わい，愛着をもつことができるよう工夫すること。,8380300232000000
音楽,1299,(4) 歌唱及び器楽の指導における合わせて歌ったり演奏したりする表現形態では，他者と共に一つの音楽表現をつくる過程を大切にするとともに，生徒一人一人が，担当する声部の役割と全体の響きについて考え，主体的に創意工夫できるよう指導を工夫すること。,8380300240000000
音楽,1300,(5) 読譜の指導に当たっては，小学校における学習を踏まえ，♯や♭の調号としての意味を理解させるとともに，３学年間を通じて，１♯，１♭程度をもった調号の楽譜の視唱や視奏に慣れさせるようにすること。,8380300250000000
音楽,1301,(6) 我が国の伝統的な歌唱や和楽器の指導に当たっては，言葉と音楽との関係，姿勢や身体の使い方についても配慮するとともに，適宜，口唱歌《くちしようが》を用いること。,8380300260000000
音楽,1302,(7) 各学年の「Ａ表現」の(3)の創作の指導に当たっては，即興的に音を出しながら音のつながり方を試すなど，音を音楽へと構成していく体験を重視すること。その際，理論に偏らないようにするとともに，必要に応じて作品を記録する方法を工夫させること。,8380300270000000
音楽,1303,(8) 各学年の「Ｂ鑑賞」の指導に当たっては，次のとおり取り扱うこと。,8380300280000000
音楽,1304,ア　鑑賞教材は，我が国や郷土の伝統音楽を含む我が国及び諸外国の様々な音楽のうち，指導のねらいに照らして適切なものを取り扱うこと。,8380300281000000
音楽,1305,イ　第１学年では言葉で説明したり，第２学年及び第３学年では批評したりする活動を取り入れ，曲や演奏に対する評価やその根拠を明らかにできるよう指導を工夫すること。,8380300282000000
音楽,1306,(9) 各学年の〔共通事項〕に示す「音楽を形づくっている要素」については，指導のねらいに応じて，音色，リズム，速度，旋律，テクスチュア，強弱，形式，構成などから，適切に選択したり関連付けたりして指導すること。,8380300290000000
音楽,1307,(10) 各学年の〔共通事項〕の(1)のイに示す「用語や記号など」については，小学校学習指導要領第２章第６節音楽の第３の２の(9)に示すものに加え，生徒の学習状況を考慮して，次に示すものを音楽における働きと関わらせて理解し，活用できるよう取り扱うこと。,83803002A0000000
音楽,1308,拍,83803002A0100000
音楽,1309,拍子,83803002A0200000
音楽,1310,間《ま》,83803002A0300000
音楽,1311,序破急,83803002A0400000
音楽,1312,フレーズ,83803002A0500000
音楽,1313,音階,83803002A0600000
音楽,1314,調,83803002A0700000
音楽,1315,和音,83803002A0800000
音楽,1316,動機,83803002A0900000
音楽,1317,アンダンテ,83803002A1000000
音楽,1318,モデラート,83803002A1100000
音楽,1319,アレグロ,83803002A1200000
音楽,1320,リタルダンド,83803002A1300000
音楽,1321,ア・テンポ,83803002A1400000
音楽,1322,アッチェレランド,83803002A1500000
音楽,1323,レガート,83803002A1600000
音楽,1324,ピアニッシモ,83803002A1700000
音楽,1325,フォルティッシモ,83803002A1800000
音楽,1326,ディミヌエンド,83803002A1900000
音楽,1327,ダ・カーポ,83803002A2000000
音楽,1328,ダル・セーニョ,83803002A2100000
音楽,1329,フェルマータ,83803002A2200000
音楽,1330,テヌート,83803002A2300000
音楽,1331,三連符,83803002A2400000
音楽,1332,二分休符,83803002A2500000
音楽,1333,全休符,83803002A2600000
音楽,1334,十六分休符,83803002A2700000
美術,1335,第６節　美術,83A0000000000000
美術,1336,"第１　目標
表現及び鑑賞の幅広い活動を通して，造形的な見方・考え方を働かせ，生活や社会の中の美術や美術文化と豊かに関わる資質・能力を次のとおり育成することを目指す。",83A0100000000000
美術,1337,(1) 対象や事象を捉える造形的な視点について理解するとともに，表現方法を創意工夫し，創造的に表すことができるようにする。,83A0100100000000
美術,1338,(2) 造形的なよさや美しさ，表現の意図と工夫，美術の働きなどについて考え，主題を生み出し豊かに発想し構想を練ったり，美術や美術文化に対する見方や感じ方を深めたりすることができるようにする。,83A0100200000000
美術,1339,(3) 美術の創造活動の喜びを味わい，美術を愛好する心情を育み，感性を豊かにし，心豊かな生活を創造していく態度を養い，豊かな情操を培う。,83A0100300000000
美術,1340,第２　各学年の目標及び内容,83A0200000000000
美術,1341,〔第１学年〕,83A0210000000000
美術,1342,１　目標,83A0212000000000
美術,1343,(1) 対象や事象を捉える造形的な視点について理解するとともに，意図に応じて表現方法を工夫して表すことができるようにする。,83A0212100000000
美術,1344,(2) 自然の造形や美術作品などの造形的なよさや美しさ，表現の意図と工夫，機能性と美しさとの調和，美術の働きなどについて考え，主題を生み出し豊かに発想し構想を練ったり，美術や美術文化に対する見方や感じ方を広げたりすることができるようにする。,83A0212200000000
美術,1345,(3) 楽しく美術の活動に取り組み創造活動の喜びを味わい，美術を愛好する心情を培い，心豊かな生活を創造していく態度を養う。,83A0212300000000
美術,1346,２　内容,83A0213000000000
美術,1347,Ａ　表現,83A0213100000000
美術,1348,(1) 表現の活動を通して，次のとおり発想や構想に関する資質・能力を育成する。,83A0213110000000
美術,1349,ア　感じ取ったことや考えたことなどを基に，絵や彫刻などに表現する活動を通して，発想や構想に関する次の事項を身に付けることができるよう指導する。,83A0213111000000
美術,1350,(ｱ) 対象や事象を見つめ感じ取った形や色彩の特徴や美しさ，想像したことなどを基に主題を生み出し，全体と部分との関係などを考え，創造的な構成を工夫し，心豊かに表現する構想を練ること。,83A0213111100000
美術,1351,イ　伝える，使うなどの目的や機能を考え，デザインや工芸などに表現する活動を通して，発想や構想に関する次の事項を身に付けることができるよう指導する。,83A0213112000000
美術,1352,(ｱ) 構成や装飾の目的や条件などを基に，対象の特徴や用いる場面などから主題を生み出し，美的感覚を働かせて調和のとれた美しさなどを考え，表現の構想を練ること。,83A0213112100000
美術,1353,(ｲ) 伝える目的や条件などを基に，伝える相手や内容などから主題を生み出し，分かりやすさと美しさなどとの調和を考え，表現の構想を練ること。,83A0213112200000
美術,1354,(ｳ) 使う目的や条件などを基に，使用する者の気持ち，材料などから主題を生み出し，使いやすさや機能と美しさなどとの調和を考え，表現の構想を練ること。,83A0213112300000
美術,1355,(2) 表現の活動を通して，次のとおり技能に関する資質・能力を育成する。,83A0213120000000
美術,1356,ア　発想や構想をしたことなどを基に，表現する活動を通して，技能に関する次の事項を身に付けることができるよう指導する。,83A0213121000000
美術,1357,(ｱ) 材料や用具の生かし方などを身に付け，意図に応じて工夫して表すこと。,83A0213121100000
美術,1358,(ｲ) 材料や用具の特性などから制作の順序などを考えながら，見通しをもって表すこと。,83A0213121200000
美術,1359,Ｂ　鑑賞,83A0213200000000
美術,1360,(1) 鑑賞の活動を通して，次のとおり鑑賞に関する資質・能力を育成する。,83A0213210000000
美術,1361,ア　美術作品などの見方や感じ方を広げる活動を通して，鑑賞に関する次の事項を身に付けることができるよう指導する。,83A0213211000000
美術,1362,(ｱ) 造形的なよさや美しさを感じ取り，作者の心情や表現の意図と工夫などについて考えるなどして，見方や感じ方を広げること。,83A0213211100000
美術,1363,(ｲ) 目的や機能との調和のとれた美しさなどを感じ取り，作者の心情や表現の意図と工夫などについて考えるなどして，見方や感じ方を広げること。,83A0213211200000
美術,1364,イ　生活の中の美術の働きや美術文化についての見方や感じ方を広げる活動を通して，鑑賞に関する次の事項を身に付けることができるよう指導する。,83A0213212000000
美術,1365,(ｱ) 身の回りにある自然物や人工物の形や色彩，材料などの造形的な美しさなどを感じ取り，生活を美しく豊かにする美術の働きについて考えるなどして，見方や感じ方を広げること。,83A0213212100000
美術,1366,(ｲ) 身近な地域や日本及び諸外国の文化遺産などのよさや美しさなどを感じ取り，美術文化について考えるなどして，見方や感じ方を広げること。,83A0213212200000
美術,1367,〔共通事項〕,83A0213300000000
美術,1368,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を身に付けることができるよう指導する。,83A0213310000000
美術,1369,ア　形や色彩，材料，光などの性質や，それらが感情にもたらす効果などを理解すること。,83A0213311000000
美術,1370,イ　造形的な特徴などを基に，全体のイメージや作風などで捉えることを理解すること。,83A0213312000000
美術,1371,３　内容の取扱い,83A0215000000000
美術,1372,(1) 第１学年では，内容に示す各事項の定着を図ることを基本とし，一年間で全ての内容が学習できるように一題材に充てる時間数などについて十分検討すること。,83A0215100000000
美術,1373,(2) 「Ａ表現」及び「Ｂ鑑賞」の指導に当たっては，発想や構想に関する資質・能力や鑑賞に関する資質・能力を育成する観点から，〔共通事項〕に示す事項を視点に，アイデアスケッチで構想を練ったり，言葉で考えを整理したりすることや，作品などについて説明し合うなどして対象の見方や感じ方を広げるなどの言語活動の充実を図ること。,83A0215200000000
美術,1374,〔第２学年及び第３学年〕,83A02B0000000000
美術,1375,１　目標,83A02B2000000000
美術,1376,(1) 対象や事象を捉える造形的な視点について理解するとともに，意図に応じて自分の表現方法を追求し，創造的に表すことができるようにする。,83A02B2100000000
美術,1377,(2) 自然の造形や美術作品などの造形的なよさや美しさ，表現の意図と創造的な工夫，機能性と洗練された美しさとの調和，美術の働きなどについて独創的・総合的に考え，主題を生み出し豊かに発想し構想を練ったり，美術や美術文化に対する見方や感じ方を深めたりすることができるようにする。,83A02B2200000000
美術,1378,(3) 主体的に美術の活動に取り組み創造活動の喜びを味わい，美術を愛好する心情を深め，心豊かな生活を創造していく態度を養う。,83A02B2300000000
美術,1379,２　内容,83A02B3000000000
美術,1380,Ａ　表現,83A02B3100000000
美術,1381,(1) 表現の活動を通して，次のとおり発想や構想に関する資質・能力を育成する。,83A02B3110000000
美術,1382,ア　感じ取ったことや考えたことなどを基に，絵や彫刻などに表現する活動を通して，発想や構想に関する次の事項を身に付けることができるよう指導する。,83A02B3111000000
美術,1383,(ｱ) 対象や事象を深く見つめ感じ取ったことや考えたこと，夢，想像や感情などの心の世界などを基に主題を生み出し，単純化や省略，強調，材料の組合せなどを考え，創造的な構成を工夫し，心豊かに表現する構想を練ること。,83A02B3111100000
美術,1384,イ　伝える，使うなどの目的や機能を考え，デザインや工芸などに表現する活動を通して，発想や構想に関する次の事項を身に付けることができるよう指導する。,83A02B3112000000
美術,1385,(ｱ) 構成や装飾の目的や条件などを基に，用いる場面や環境，社会との関わりなどから主題を生み出し，美的感覚を働かせて調和のとれた洗練された美しさなどを総合的に考え，表現の構想を練ること。,83A02B3112100000
美術,1386,(ｲ) 伝える目的や条件などを基に，伝える相手や内容，社会との関わりなどから主題を生み出し，伝達の効果と美しさなどとの調和を総合的に考え，表現の構想を練ること。,83A02B3112200000
美術,1387,(ｳ) 使う目的や条件などを基に，使用する者の立場，社会との関わり，機知やユーモアなどから主題を生み出し，使いやすさや機能と美しさなどとの調和を総合的に考え，表現の構想を練ること。,83A02B3112300000
美術,1388,(2) 表現の活動を通して，次のとおり技能に関する資質・能力を育成する。,83A02B3120000000
美術,1389,ア　発想や構想をしたことなどを基に，表現する活動を通して，技能に関する次の事項を身に付けることができるよう指導する。,83A02B3121000000
美術,1390,(ｱ) 材料や用具の特性を生かし，意図に応じて自分の表現方法を追求して創造的に表すこと。,83A02B3121100000
美術,1391,(ｲ) 材料や用具，表現方法の特性などから制作の順序などを総合的に考えながら，見通しをもって表すこと。,83A02B3121200000
美術,1392,Ｂ　鑑賞,83A02B3200000000
美術,1393,(1) 鑑賞の活動を通して，次のとおり鑑賞に関する資質・能力を育成する。,83A02B3210000000
美術,1394,ア　美術作品などの見方や感じ方を深める活動を通して，鑑賞に関する次の事項を身に付けることができるよう指導する。,83A02B3211000000
美術,1395,(ｱ) 造形的なよさや美しさを感じ取り，作者の心情や表現の意図と創造的な工夫などについて考えるなどして，美意識を高め，見方や感じ方を深めること。,83A02B3211100000
美術,1396,(ｲ) 目的や機能との調和のとれた洗練された美しさなどを感じ取り，作者の心情や表現の意図と創造的な工夫などについて考えるなどして，美意識を高め，見方や感じ方を深めること。,83A02B3211200000
美術,1397,イ　生活や社会の中の美術の働きや美術文化についての見方や感じ方を深める活動を通して，鑑賞に関する次の事項を身に付けることができるよう指導する。,83A02B3212000000
美術,1398,(ｱ) 身近な環境の中に見られる造形的な美しさなどを感じ取り，安らぎや自然との共生などの視点から生活や社会を美しく豊かにする美術の働きについて考えるなどして，見方や感じ方を深めること。,83A02B3212100000
美術,1399,(ｲ) 日本の美術作品や受け継がれてきた表現の特質などから，伝統や文化のよさや美しさを感じ取り愛情を深めるとともに，諸外国の美術や文化との相違点や共通点に気付き，美術を通した国際理解や美術文化の継承と創造について考えるなどして，見方や感じ方を深めること。,83A02B3212200000
美術,1400,〔共通事項〕,83A02B3300000000
美術,1401,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を身に付けることができるよう指導する。,83A02B3310000000
美術,1402,ア　形や色彩，材料，光などの性質や，それらが感情にもたらす効果などを理解すること。,83A02B3311000000
美術,1403,イ　造形的な特徴などを基に，全体のイメージや作風などで捉えることを理解すること。,83A02B3312000000
美術,1404,３　内容の取扱い,83A02B5000000000
美術,1405,(1) 第２学年及び第３学年では，第１学年において身に付けた資質・能力を柔軟に活用して，表現及び鑑賞に関する資質・能力をより豊かに高めることを基本とし，第２学年と第３学年の発達の特性を考慮して内容の選択や一題材に充てる時間数などについて十分検討すること。,83A02B5100000000
美術,1406,(2) 「Ａ表現」及び「Ｂ鑑賞」の指導に当たっては，発想や構想に関する資質・能力や鑑賞に関する資質・能力を育成する観点から，〔共通事項〕に示す事項を視点に，アイデアスケッチで構想を練ったり，言葉で考えを整理したりすることや，作品などに対する自分の価値意識をもって批評し合うなどして対象の見方や感じ方を深めるなどの言語活動の充実を図ること。,83A02B5200000000
美術,1407,(3) 「Ｂ鑑賞」のイの(ｲ)の指導に当たっては，日本の美術の概括的な変遷などを捉えることを通して，各時代における作品の特質，人々の感じ方や考え方，願いなどを感じ取ることができるよう配慮すること。,83A02B5300000000
美術,1408,第３　指導計画の作成と内容の取扱い,83A0300000000000
美術,1409,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,83A0300100000000
美術,1410,(1) 題材など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，造形的な見方・考え方を働かせ，表現及び鑑賞に関する資質・能力を相互に関連させた学習の充実を図ること。,83A0300110000000
美術,1411,(2) 第２の各学年の内容の「Ａ表現」及び「Ｂ鑑賞」の指導については相互に関連を図り，特に発想や構想に関する資質・能力と鑑賞に関する資質・能力とを総合的に働かせて学習が深められるようにすること。,83A0300120000000
美術,1412,(3) 第２の各学年の内容の〔共通事項〕は，表現及び鑑賞の学習において共通に必要となる資質・能力であり，「Ａ表現」及び「Ｂ鑑賞」の指導と併せて，十分な指導が行われるよう工夫すること。,83A0300130000000
美術,1413,(4) 第２の各学年の内容の「Ａ表現」については，(1)のア及びイと，(2)は原則として関連付けて行い，(1)のア及びイそれぞれにおいて描く活動とつくる活動のいずれも経験させるようにすること。その際，第２学年及び第３学年の各学年においては，(1)のア及びイそれぞれにおいて，描く活動とつくる活動のいずれかを選択して扱うことができることとし，２学年間を通して描く活動とつくる活動が調和的に行えるようにすること。,83A0300140000000
美術,1414,(5) 第２の内容の「Ｂ鑑賞」の指導については，各学年とも，各事項において育成を目指す資質・能力の定着が図られるよう，適切かつ十分な授業時数を確保すること。,83A0300150000000
美術,1415,(6) 障害のある生徒などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,83A0300160000000
美術,1416,(7) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，美術科の特質に応じて適切な指導をすること。,83A0300170000000
美術,1417,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,83A0300200000000
美術,1418,(1) 〔共通事項〕の指導に当たっては，生徒が造形を豊かに捉える多様な視点をもてるように，以下の内容について配慮すること。,83A0300210000000
美術,1419,ア　〔共通事項〕のアの指導に当たっては，造形の要素などに着目して，次の事項を実感的に理解できるようにすること。,83A0300211000000
美術,1420,(ｱ) 色彩の色味や明るさ，鮮やかさを捉えること。,83A0300211100000
美術,1421,(ｲ) 材料の性質や質感を捉えること。,83A0300211200000
美術,1422,(ｳ) 形や色彩，材料，光などから感じる優しさや楽しさ，寂しさなどを捉えること。,83A0300211300000
美術,1423,(ｴ) 形や色彩などの組合せによる構成の美しさを捉えること。,83A0300211400000
美術,1424,(ｵ) 余白や空間の効果，立体感や遠近感，量感や動勢などを捉えること。,83A0300211500000
美術,1425,イ　〔共通事項〕のイの指導に当たっては，全体のイメージや作風などに着目して，次の事項を実感的に理解できるようにすること。,83A0300212000000
美術,1426,(ｱ) 造形的な特徴などを基に，見立てたり，心情などと関連付けたりして全体のイメージで捉えること。,83A0300212100000
美術,1427,(ｲ) 造形的な特徴などを基に，作風や様式などの文化的な視点で捉えること。,83A0300212200000
美術,1428,(2) 各学年の「Ａ表現」の指導に当たっては，主題を生み出すことから表現の確認及び完成に至る全過程を通して，生徒が夢と目標をもち，自分のよさを発見し喜びをもって自己実現を果たしていく態度の形成を図るようにすること。,83A0300220000000
美術,1429,(3) 各学年の「Ａ表現」の指導に当たっては，生徒の学習経験や資質・能力，発達の特性等の実態を踏まえ，生徒が自分の表現意図に合う表現形式や技法，材料などを選択し創意工夫して表現できるように，次の事項に配慮すること。,83A0300230000000
美術,1430,ア　見る力や感じ取る力，考える力，描く力などを育成するために，スケッチの学習を効果的に取り入れるようにすること。,83A0300231000000
美術,1431,イ　美術の表現の可能性を広げるために，写真・ビデオ・コンピュータ等の映像メディアの積極的な活用を図るようにすること。,83A0300232000000
美術,1432,ウ　日本及び諸外国の作品の独特な表現形式，漫画やイラストレーション，図などの多様な表現方法を活用できるようにすること。,83A0300233000000
美術,1433,エ　表現の材料や題材などについては，地域の身近なものや伝統的なものも取り上げるようにすること。,83A0300234000000
美術,1434,(4) 各活動において，互いのよさや個性などを認め尊重し合うようにすること。,83A0300240000000
美術,1435,(5) 互いの個性を生かし合い協力して創造する喜びを味わわせるため，適切な機会を選び共同で行う創造活動を経験させること。,83A0300250000000
美術,1436,(6) 各学年の「Ｂ鑑賞」の題材については，国内外の児童生徒の作品，我が国を含むアジアの文化遺産についても取り上げるとともに，美術館や博物館等と連携を図ったり，それらの施設や文化財などを積極的に活用したりするようにすること。,83A0300260000000
美術,1437,(7) 創造することの価値を捉え，自己や他者の作品などに表れている創造性を尊重する態度の形成を図るとともに，必要に応じて，美術に関する知的財産権や肖像権などについて触れるようにすること。また，こうした態度の形成が，美術文化の継承，発展，創造を支えていることへの理解につながるよう配慮すること。,83A0300270000000
美術,1438,３　事故防止のため，特に，刃物類，塗料，器具などの使い方の指導と保管，活動場所における安全指導などを徹底するものとする。,83A0300300000000
美術,1439,４　学校における鑑賞のための環境づくりをするに当たっては，次の事項に配慮するものとする。,83A0300400000000
美術,1440,(1) 生徒が造形的な視点を豊かにもつことができるよう，生徒や学校の実態に応じて，学校図書館等における鑑賞用図書，映像資料等の活用を図ること。,83A0300410000000
美術,1441,(2) 生徒が鑑賞に親しむことができるよう，校内の適切な場所に鑑賞作品などを展示するとともに，学校や地域の実態に応じて，校外においても生徒作品などの展示の機会を設けるなどすること。,83A0300420000000
保健体育,1442,第７節　保健体育,83G0000000000000
保健体育,1443,"第１　目標
体育や保健の見方・考え方を働かせ，課題を発見し，合理的な解決に向けた学習過程を通して，心と体を一体として捉え，生涯にわたって心身の健康を保持増進し豊かなスポーツライフを実現するための資質・能力を次のとおり育成することを目指す。",83G0100000000000
保健体育,1444,(1) 各種の運動の特性に応じた技能等及び個人生活における健康・安全について理解するとともに，基本的な技能を身に付けるようにする。,83G0100100000000
保健体育,1445,(2) 運動や健康についての自他の課題を発見し，合理的な解決に向けて思考し判断するとともに，他者に伝える力を養う。,83G0100200000000
保健体育,1446,(3) 生涯にわたって運動に親しむとともに健康の保持増進と体力の向上を目指し，明るく豊かな生活を営む態度を養う。,83G0100300000000
保健体育,1447,第２　各学年の目標及び内容　　,83G0200000000000
保健体育,1448,〔体育分野　第１学年及び第２学年〕,83G12A0000000000
保健体育,1449,１　目標,83G12A2000000000
保健体育,1450,(1) 運動の合理的な実践を通して，運動の楽しさや喜びを味わい，運動を豊かに実践することができるようにするため，運動，体力の必要性について理解するとともに，基本的な技能を身に付けるようにする。,83G12A2100000000
保健体育,1451,(2) 運動についての自己の課題を発見し，合理的な解決に向けて思考し判断するとともに，自己や仲間の考えたことを他者に伝える力を養う。,83G12A2200000000
保健体育,1452,(3) 運動における競争や協働の経験を通して，公正に取り組む，互いに協力する，自己の役割を果たす，一人一人の違いを認めようとするなどの意欲を育てるとともに，健康・安全に留意し，自己の最善を尽くして運動をする態度を養う。,83G12A2300000000
保健体育,1453,２　内容,83G12A3000000000
保健体育,1454,"Ａ　体つくり運動
体つくり運動について，次の事項を身に付けることができるよう指導する。",83G12A3100000000
保健体育,1455,(1) 次の運動を通して，体を動かす楽しさや心地よさを味わい，体つくり運動の意義と行い方，体の動きを高める方法などを理解し，目的に適した運動を身に付け，組み合わせること。,83G12A3110000000
保健体育,1456,ア　体ほぐしの運動では，手軽な運動を行い，心と体との関係や心身の状態に気付き，仲間と積極的に関わり合うこと。,83G12A3111000000
保健体育,1457,イ　体の動きを高める運動では，ねらいに応じて，体の柔らかさ，巧みな動き，力強い動き，動きを持続する能力を高めるための運動を行うとともに，それらを組み合わせること。,83G12A3112000000
保健体育,1458,(2) 自己の課題を発見し，合理的な解決に向けて運動の取り組み方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,83G12A3120000000
保健体育,1459,(3) 体つくり運動に積極的に取り組むとともに，仲間の学習を援助しようとすること，一人一人の違いに応じた動きなどを認めようとすること，話合いに参加しようとすることなどや，健康・安全に気を配ること。,83G12A3130000000
保健体育,1460,"Ｂ　器械運動
器械運動について，次の事項を身に付けることができるよう指導する。",83G12A3200000000
保健体育,1461,(1) 次の運動について，技ができる楽しさや喜びを味わい，器械運動の特性や成り立ち，技の名称や行い方，その運動に関連して高まる体力などを理解するとともに，技をよりよく行うこと。,83G12A3210000000
保健体育,1462,ア　マット運動では，回転系や巧技系の基本的な技を滑らかに行うこと，条件を変えた技や発展技を行うこと及びそれらを組み合わせること。,83G12A3211000000
保健体育,1463,イ　鉄棒運動では，支持系や懸垂系の基本的な技を滑らかに行うこと，条件を変えた技や発展技を行うこと及びそれらを組み合わせること。,83G12A3212000000
保健体育,1464,ウ　平均台運動では，体操系やバランス系の基本的な技を滑らかに行うこと，条件を変えた技や発展技を行うこと及びそれらを組み合わせること。,83G12A3213000000
保健体育,1465,エ　跳び箱運動では，切り返し系や回転系の基本的な技を滑らかに行うこと，条件を変えた技や発展技を行うこと。,83G12A3214000000
保健体育,1466,(2) 技などの自己の課題を発見し，合理的な解決に向けて運動の取り組み方を工夫するとともに，自己の考えたことを他者に伝えること。,83G12A3220000000
保健体育,1467,(3) 器械運動に積極的に取り組むとともに，よい演技を認めようとすること，仲間の学習を援助しようとすること，一人一人の違いに応じた課題や挑戦を認めようとすることなどや，健康・安全に気を配ること。,83G12A3230000000
保健体育,1468,"Ｃ　陸上競技
陸上競技について，次の事項を身に付けることができるよう指導する。",83G12A3300000000
